peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
EMEA-focused vendors,Flexibility,13,Longview Analytics,,7.643288884,10,1,,2,
EMEA-focused vendors,Flexibility,13,Looker,,7.643288884,9.805613329,4,,2,
EMEA-focused vendors,Flexibility,13,Pyramid Analytics,,7.643288884,5.383766792,8,,2,
EMEA-focused vendors,Flexibility,13,sales-i,,7.643288884,5.085467874,9,,2,
EMEA-focused vendors,Flexibility,13,TARGIT,,7.643288884,5.758171006,7,,2,
EMEA-focused vendors,Flexibility,13,Unit4 prevero,,7.643288884,9.86565667,2,,2,
EMEA-focused vendors,Ease of use,14,Bissantz,,6.155288211,5.041712774,9,,2,
EMEA-focused vendors,Ease of use,14,BOARD,,6.155288211,7.632313804,2,,2,
EMEA-focused vendors,Ease of use,14,Cubeware,,6.155288211,3.002155784,11,,2,
EMEA-focused vendors,Ease of use,14,cubus,,6.155288211,6.503358843,5,,2,
EMEA-focused vendors,Ease of use,14,Jedox,,6.155288211,5.846951732,8,,2,
EMEA-focused vendors,Ease of use,14,Longview Analytics,,6.155288211,7.243337486,3,,2,
EMEA-focused vendors,Ease of use,14,Looker,,6.155288211,6.22589048,6,,2,
EMEA-focused vendors,Ease of use,14,Pyramid Analytics,,6.155288211,8.490740671,1,,2,
EMEA-focused vendors,Ease of use,14,sales-i,,6.155288211,6.000017518,7,,2,
EMEA-focused vendors,Ease of use,14,TARGIT,,6.155288211,4.864545956,10,,2,
EMEA-focused vendors,Ease of use,14,Unit4 prevero,,6.155288211,6.857145274,4,,2,
EMEA-focused vendors,Sales experience,15,Bissantz,,8.245974223,8.690281516,4,,2,
EMEA-focused vendors,Sales experience,15,BOARD,,8.245974223,7.292654489,8,,2,
EMEA-focused vendors,Sales experience,15,Cubeware,,8.245974223,6.713408473,10,,2,
EMEA-focused vendors,Sales experience,15,cubus,,8.245974223,9.823223415,1,,2,
EMEA-focused vendors,Sales experience,15,Jedox,,8.245974223,7.29163898,9,,2,
EMEA-focused vendors,Sales experience,15,Longview Analytics,,8.245974223,6.63735758,11,,2,
EMEA-focused vendors,Sales experience,15,Looker,,8.245974223,9.705562287,2,,2,
EMEA-focused vendors,Sales experience,15,Pyramid Analytics,,8.245974223,9.46482705,3,,2,
EMEA-focused vendors,Sales experience,15,sales-i,,8.245974223,8.62534007,5,,2,
EMEA-focused vendors,Sales experience,15,TARGIT,,8.245974223,8.296665926,6,,2,
EMEA-focused vendors,Sales experience,15,Unit4 prevero,,8.245974223,8.164756673,7,,2,
EMEA-focused vendors,Data volume,16,Bissantz,,2.284180302,2.884908195,3,,2,
EMEA-focused vendors,Data volume,16,BOARD,,2.284180302,1.028213166,9,,2,
EMEA-focused vendors,Data volume,16,Cubeware,,2.284180302,1.970361926,5,,2,
EMEA-focused vendors,Data volume,16,cubus,,2.284180302,1.403851321,7,,2,
EMEA-focused vendors,Data volume,16,Jedox,,2.284180302,1.002343863,10,,2,
EMEA-focused vendors,Data volume,16,Longview Analytics,,2.284180302,4.15821501,2,,2,
EMEA-focused vendors,Data volume,16,Looker,,2.284180302,n/a,n/a,,2,
EMEA-focused vendors,Data volume,16,Pyramid Analytics,,2.284180302,5.485893417,1,,2,
EMEA-focused vendors,Data volume,16,sales-i,,2.284180302,1.287774295,8,,2,
EMEA-focused vendors,Data volume,16,TARGIT,,2.284180302,2.197044335,4,,2,
EMEA-focused vendors,Data volume,16,Unit4 prevero,,2.284180302,1.423197492,6,,2,
EMEA-focused vendors,Query performance,17,Bissantz,,5.833806002,5.726503048,5,,2,
EMEA-focused vendors,Query performance,17,BOARD,,5.833806002,5.583001548,6,,2,
EMEA-focused vendors,Query performance,17,Cubeware,,5.833806002,4.973206373,8,,2,
EMEA-focused vendors,Query performance,17,cubus,,5.833806002,5.995496703,4,,2,
EMEA-focused vendors,Query performance,17,Jedox,,5.833806002,7.120086668,3,,2,
EMEA-focused vendors,Query performance,17,Longview Analytics,,5.833806002,8.623813081,2,,2,
EMEA-focused vendors,Query performance,17,Looker,,5.833806002,1.734922991,11,,2,
EMEA-focused vendors,Query performance,17,Pyramid Analytics,,5.833806002,9.691119514,1,,2,
EMEA-focused vendors,Query performance,17,sales-i,,5.833806002,4.576943406,10,,2,
EMEA-focused vendors,Query performance,17,TARGIT,,5.833806002,5.184724733,7,,2,
EMEA-focused vendors,Query performance,17,Unit4 prevero,,5.833806002,4.962047957,9,,2,
EMEA-focused vendors,Performance satisfaction,18,Bissantz,,5.849075609,6.860238353,5,,2,
EMEA-focused vendors,Performance satisfaction,18,BOARD,,5.849075609,6.750392465,6,,2,
EMEA-focused vendors,Performance satisfaction,18,Cubeware,,5.849075609,1.392931393,11,,2,
EMEA-focused vendors,Performance satisfaction,18,cubus,,5.849075609,7.25464191,4,,2,
EMEA-focused vendors,Performance satisfaction,18,Jedox,,5.849075609,5.25695581,8,,2,
EMEA-focused vendors,Performance satisfaction,18,Longview Analytics,,5.849075609,7.623421355,3,,2,
EMEA-focused vendors,Performance satisfaction,18,Looker,,5.849075609,3.443438914,9,,2,
EMEA-focused vendors,Performance satisfaction,18,Pyramid Analytics,,5.849075609,8.972704715,1,,2,
EMEA-focused vendors,Performance satisfaction,18,sales-i,,5.849075609,8.06993007,2,,2,
EMEA-focused vendors,Performance satisfaction,18,TARGIT,,5.849075609,6.461538462,7,,2,
EMEA-focused vendors,Performance satisfaction,18,Unit4 prevero,,5.849075609,2.253638254,10,,2,
EMEA-focused vendors,Innovation,19,Bissantz,,5.263387218,6.653092686,2,,1,
EMEA-focused vendors,Innovation,19,BOARD,,5.263387218,4.194071536,8,,1,
EMEA-focused vendors,Innovation,19,Cubeware,,5.263387218,4.596686076,7,,1,
EMEA-focused vendors,Innovation,19,cubus,,5.263387218,3.348527437,10,,1,
EMEA-focused vendors,Innovation,19,Jedox,,5.263387218,3.564087773,9,,1,
EMEA-focused vendors,Innovation,19,Longview Analytics,,5.263387218,6.482141943,3,,1,
EMEA-focused vendors,Innovation,19,Looker,,5.263387218,6.254445024,4,,1,
EMEA-focused vendors,Innovation,19,Pyramid Analytics,,5.263387218,6.183153443,5,,1,
EMEA-focused vendors,Innovation,19,sales-i,,5.263387218,7.74779907,1,,1,
EMEA-focused vendors,Innovation,19,TARGIT,,5.263387218,5.684871421,6,,1,
EMEA-focused vendors,Innovation,19,Unit4 prevero,,5.263387218,3.188382992,11,,1,
EMEA-focused vendors,Cloud BI,20,Bissantz,,4.03870642,3.492307692,5,,2,
EMEA-focused vendors,Cloud BI,20,BOARD,,4.03870642,2.227272727,9,,2,
EMEA-focused vendors,Cloud BI,20,Cubeware,,4.03870642,1.553846154,11,,2,
EMEA-focused vendors,Cloud BI,20,cubus,,4.03870642,2.08,10,,2,
EMEA-focused vendors,Cloud BI,20,Jedox,,4.03870642,3.454545455,6,,2,
EMEA-focused vendors,Cloud BI,20,Longview Analytics,,4.03870642,3.360655738,7,,2,
EMEA-focused vendors,Cloud BI,20,Looker,,4.03870642,9.1,1,,2,
EMEA-focused vendors,Cloud BI,20,Pyramid Analytics,,4.03870642,3,8,,2,
EMEA-focused vendors,Cloud BI,20,sales-i,,4.03870642,8.5,2,,2,
EMEA-focused vendors,Cloud BI,20,TARGIT,,4.03870642,3.571428571,4,,2,
EMEA-focused vendors,Cloud BI,20,Unit4 prevero,,4.03870642,4.085714286,3,,2,
EMEA-focused vendors,Mobile BI,21,Bissantz,,4.919419487,4.40082067,6,,2,
EMEA-focused vendors,Mobile BI,21,BOARD,,4.919419487,3.26778942,8,,2,
EMEA-focused vendors,Mobile BI,21,Cubeware,,4.919419487,4.385387856,7,,2,
EMEA-focused vendors,Mobile BI,21,cubus,,4.919419487,1,11,,2,
EMEA-focused vendors,Mobile BI,21,Jedox,,4.919419487,3.009720215,9,,2,
EMEA-focused vendors,Mobile BI,21,Longview Analytics,,4.919419487,6.555194051,3,,2,
EMEA-focused vendors,Mobile BI,21,Looker,,4.919419487,5.795385883,4,,2,
EMEA-focused vendors,Mobile BI,21,Pyramid Analytics,,4.919419487,5.350453172,5,,2,
EMEA-focused vendors,Mobile BI,21,sales-i,,4.919419487,10,1,,2,
EMEA-focused vendors,Mobile BI,21,TARGIT,,4.919419487,7.960725076,2,,2,
EMEA-focused vendors,Mobile BI,21,Unit4 prevero,,4.919419487,2.388138019,10,,2,
EMEA-focused vendors,Operational BI,22,Bissantz,,6.6065275,n/a,n/a,,2,
EMEA-focused vendors,Operational BI,22,BOARD,,6.6065275,n/a,n/a,,2,
EMEA-focused vendors,Operational BI,22,Cubeware,,6.6065275,n/a,n/a,,2,
EMEA-focused vendors,Operational BI,22,cubus,,6.6065275,n/a,n/a,,2,
EMEA-focused vendors,Operational BI,22,Jedox,,6.6065275,n/a,n/a,,2,
EMEA-focused vendors,Operational BI,22,Longview Analytics,,6.6065275,6.655737705,3,,2,
EMEA-focused vendors,Operational BI,22,Looker,,6.6065275,7.724137931,2,,2,
EMEA-focused vendors,Operational BI,22,Pyramid Analytics,,6.6065275,6.118906064,4,,2,
EMEA-focused vendors,Operational BI,22,sales-i,,6.6065275,7.889655172,1,,2,
EMEA-focused vendors,Operational BI,22,TARGIT,,6.6065275,4.644200627,5,,2,
EMEA-focused vendors,Operational BI,22,Unit4 prevero,,6.6065275,n/a,n/a,,2,
EMEA-focused vendors,Visual design standards,23,Bissantz,,5.858758514,10,1,,2,
EMEA-focused vendors,Visual design standards,23,BOARD,,5.858758514,6.627906977,5,,2,
EMEA-focused vendors,Visual design standards,23,Cubeware,,5.858758514,8.178743961,3,,2,
EMEA-focused vendors,Visual design standards,23,cubus,,5.858758514,5.746666667,7,,2,
EMEA-focused vendors,Visual design standards,23,Jedox,,5.858758514,5.059259259,8,,2,
EMEA-focused vendors,Visual design standards,23,Longview Analytics,,5.858758514,9.42,2,,2,
EMEA-focused vendors,Visual design standards,23,Looker,,5.858758514,1,11,,2,
EMEA-focused vendors,Visual design standards,23,Pyramid Analytics,,5.858758514,5.857142857,6,,2,
EMEA-focused vendors,Visual design standards,23,sales-i,,5.858758514,1.820512821,10,,2,
EMEA-focused vendors,Visual design standards,23,TARGIT,,5.858758514,3.958333333,9,,2,
EMEA-focused vendors,Visual design standards,23,Unit4 prevero,,5.858758514,6.777777778,4,,2,
EMEA-focused vendors,Location intelligence,24,Bissantz,,5.463723465,8.714285714,2,,2,
EMEA-focused vendors,Location intelligence,24,BOARD,,5.463723465,4.043478261,7,,2,
EMEA-focused vendors,Location intelligence,24,Cubeware,,5.463723465,3.608695652,9,,2,
EMEA-focused vendors,Location intelligence,24,cubus,,5.463723465,3.4,10,,2,
EMEA-focused vendors,Location intelligence,24,Jedox,,5.463723465,3.666666667,8,,2,
EMEA-focused vendors,Location intelligence,24,Longview Analytics,,5.463723465,5.516129032,5,,2,
EMEA-focused vendors,Location intelligence,24,Looker,,5.463723465,6.882352941,4,,2,
EMEA-focused vendors,Location intelligence,24,Pyramid Analytics,,5.463723465,10,1,,2,
EMEA-focused vendors,Location intelligence,24,sales-i,,5.463723465,8.058823529,3,,2,
EMEA-focused vendors,Location intelligence,24,TARGIT,,5.463723465,5.210526316,6,,2,
EMEA-focused vendors,Location intelligence,24,Unit4 prevero,,5.463723465,1,11,,2,
EMEA-focused vendors,Visual analysis,25,Bissantz,,5.885190211,6.658049354,5,,2,
EMEA-focused vendors,Visual analysis,25,BOARD,,5.885190211,4.803910293,7,,2,
EMEA-focused vendors,Visual analysis,25,Cubeware,,5.885190211,5.256756757,6,,2,
EMEA-focused vendors,Visual analysis,25,cubus,,5.885190211,4.515970516,8,,2,
EMEA-focused vendors,Visual analysis,25,Jedox,,5.885190211,2.630247269,9,,2,
EMEA-focused vendors,Visual analysis,25,Longview Analytics,,5.885190211,7.385135135,4,,2,
EMEA-focused vendors,Visual analysis,25,Looker,,5.885190211,n/a,n/a,,2,
EMEA-focused vendors,Visual analysis,25,Pyramid Analytics,,5.885190211,9.243243243,1,,2,
EMEA-focused vendors,Visual analysis,25,sales-i,,5.885190211,7.965601966,3,,2,
EMEA-focused vendors,Visual analysis,25,TARGIT,,5.885190211,8.702702703,2,,2,
EMEA-focused vendors,Visual analysis,25,Unit4 prevero,,5.885190211,1.690284879,10,,2,
EMEA-focused vendors,Data Preparation,26,Bissantz,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,BOARD,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,Cubeware,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,cubus,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,Jedox,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,Longview Analytics,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,Looker,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,Pyramid Analytics,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,sales-i,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,TARGIT,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Data Preparation,26,Unit4 prevero,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Bissantz,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,BOARD,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Cubeware,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,cubus,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Jedox,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Longview Analytics,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Looker,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Pyramid Analytics,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,sales-i,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,TARGIT,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Embedded BI,27,Unit4 prevero,,n/a,n/a,n/a,,2,
EMEA-focused vendors,Competitiveness,28,Bissantz,,3.693634328,3.96149683,4,,1,
EMEA-focused vendors,Competitiveness,28,BOARD,,3.693634328,1.940382052,10,,1,
EMEA-focused vendors,Competitiveness,28,Cubeware,,3.693634328,3.370704127,5,,1,
EMEA-focused vendors,Competitiveness,28,cubus,,3.693634328,6.163369605,1,,1,
EMEA-focused vendors,Competitiveness,28,Jedox,,3.693634328,2.382391619,9,,1,
EMEA-focused vendors,Competitiveness,28,Longview Analytics,,3.693634328,5.744590652,2,,1,
EMEA-focused vendors,Competitiveness,28,Looker,,3.693634328,2.569633414,8,,1,
EMEA-focused vendors,Competitiveness,28,Pyramid Analytics,,3.693634328,2.60824195,7,,1,
EMEA-focused vendors,Competitiveness,28,sales-i,,3.693634328,n/a,n/a,,1,
EMEA-focused vendors,Competitiveness,28,TARGIT,,3.693634328,5.33505856,3,,1,
EMEA-focused vendors,Competitiveness,28,Unit4 prevero,,3.693634328,2.860474472,6,,1,
EMEA-focused vendors,Considered for purchase,29,Bissantz,,2.122410242,2.759218125,4,,2,
EMEA-focused vendors,Considered for purchase,29,BOARD,,2.122410242,3.350955131,1,,2,
EMEA-focused vendors,Considered for purchase,29,Cubeware,,2.122410242,2.839182586,3,,2,
EMEA-focused vendors,Considered for purchase,29,cubus,,2.122410242,1.495779653,9,,2,
EMEA-focused vendors,Considered for purchase,29,Jedox,,2.122410242,3.11106175,2,,2,
EMEA-focused vendors,Considered for purchase,29,Longview Analytics,,2.122410242,2.039537983,5,,2,
EMEA-focused vendors,Considered for purchase,29,Looker,,2.122410242,1.831630386,7,,2,
EMEA-focused vendors,Considered for purchase,29,Pyramid Analytics,,2.122410242,1.879609063,6,,2,
EMEA-focused vendors,Considered for purchase,29,sales-i,,2.122410242,1,11,,2,
EMEA-focused vendors,Considered for purchase,29,TARGIT,,2.122410242,1.463793869,10,,2,
EMEA-focused vendors,Considered for purchase,29,Unit4 prevero,,2.122410242,1.575744114,8,,2,
EMEA-focused vendors,Competitive win rate,30,Bissantz,,4.666289703,4.763015966,4,,2,
EMEA-focused vendors,Competitive win rate,30,BOARD,,4.666289703,1,10,,2,
EMEA-focused vendors,Competitive win rate,30,Cubeware,,4.666289703,3.725051821,5,,2,
EMEA-focused vendors,Competitive win rate,30,cubus,,4.666289703,9.275096239,1,,2,
EMEA-focused vendors,Competitive win rate,30,Jedox,,4.666289703,1.896611532,9,,2,
EMEA-focused vendors,Competitive win rate,30,Longview Analytics,,4.666289703,8.214625765,2,,2,
EMEA-focused vendors,Competitive win rate,30,Looker,,4.666289703,3.061635433,8,,2,
EMEA-focused vendors,Competitive win rate,30,Pyramid Analytics,,4.666289703,3.093997208,7,,2,
EMEA-focused vendors,Competitive win rate,30,sales-i,,4.666289703,n/a,n/a,,2,
EMEA-focused vendors,Competitive win rate,30,TARGIT,,4.666289703,7.915901688,3,,2,
EMEA-focused vendors,Competitive win rate,30,Unit4 prevero,,4.666289703,3.716961377,6,,2,
Integrated performance management products,Business value,1,Bissantz,,6.558867383,7.903958255,2,,1,
Integrated performance management products,Business value,1,BOARD,,6.558867383,6.705939322,6,,1,
Integrated performance management products,Business value,1,CALUMO,,6.558867383,6.980049054,5,,1,
Integrated performance management products,Business value,1,Cubeware,,6.558867383,5.565294538,9,,1,
Integrated performance management products,Business value,1,cubus,,6.558867383,8.095553201,1,,1,
Integrated performance management products,Business value,1,IBM Plan Analytics,,6.558867383,4.882686906,10,,1,
Integrated performance management products,Business value,1,Infor BI,,6.558867383,4.450787295,11,,1,
Integrated performance management products,Business value,1,Jedox,,6.558867383,6.667051287,7,,1,
Integrated performance management products,Business value,1,Longview Analytics,,6.558867383,6.998486393,4,,1,
Integrated performance management products,Business value,1,SAP Analytics Cloud,,6.558867383,7.639101052,3,,1,
Integrated performance management products,Business value,1,Unit4 prevero,,6.558867383,6.258633912,8,,1,
Integrated performance management products,Business benefits,2,Bissantz,,6.4852715,8.233879324,1,,2,
Integrated performance management products,Business benefits,2,BOARD,,6.4852715,6.783363168,5,,2,
Integrated performance management products,Business benefits,2,CALUMO,,6.4852715,6.10740112,7,,2,
Integrated performance management products,Business benefits,2,Cubeware,,6.4852715,6.287092814,6,,2,
Integrated performance management products,Business benefits,2,cubus,,6.4852715,7.460279393,2,,2,
Integrated performance management products,Business benefits,2,IBM Plan Analytics,,6.4852715,4.822300069,11,,2,
Integrated performance management products,Business benefits,2,Infor BI,,6.4852715,4.87163499,10,,2,
Integrated performance management products,Business benefits,2,Jedox,,6.4852715,5.874603432,9,,2,
Integrated performance management products,Business benefits,2,Longview Analytics,,6.4852715,7.413471678,3,,2,
